Sr.,Stock Name,Symbol,% Chg,Price,Volume
1,Dynemic Products Ltd,DYNPRO,19.99%,368.5,"530,505"
2,Rail Vikas Nigam Ltd,RVNL,17.27%,491.05,"152,345,942"
3,Shilpa Medicare Limited,SHILPAMED,13.9%,660.2,"4,067,699"
4,Marksans Pharma Limited,MARKSANS,13.22%,187.99,"17,455,116"
5,Sastasundar Ventures Limited,SASTASUNDR,12.7%,372.8,"596,754"
6,Vip Clothing Limited,VIPCLOTHNG,12.68%,43.72,"4,561,856"
7,Ahluwalia Contracts (india) Limited,AHLUCONT,12.22%,1466.1,"1,872,903"
8,Shalby Ltd,SHALBY,11.81%,310.5,"2,699,867"
9,Standard Industries Limited,SIL,11.81%,29.82,"1,817,240"
10,Bhansali Engineering Polymers Limited,BEPL,11.62%,157.63,"14,324,082"
11,Generic Engineering Construction & Projects Ltd,GENCON,11.23%,51.41,"559,302"
12,Yes Bank Limited,YESBANK,11.23%,26.64,"985,310,768"
13,Vineet Laboratories Ltd,VINEETLAB,11.07%,65.02,"416,487"
14,Kirloskar Brothers Limited,KIRLOSBROS,10.62%,2603.15,"294,348"
15,Vardhman Textiles Limited,VTL,10.46%,535.9,"3,612,363"
16,Ircon International Ltd,IRCON,10.01%,307.75,"116,642,523"
17,Suven Life Sciences Limited,SUVEN,10%,127.43,"3,065,454"
18,Kaya Limited,KAYA,9.99%,549.35,"363,813"
19,Century Extrusions Limited,CENTEXT,9.97%,25.81,"1,734,930"
20,Banswara Syntex Limited,BANSWRAS,9.65%,172.52,"496,626"
21,RKEC Projects Ltd,RKEC,9.43%,132.29,"744,317"
22,Lorenzini Apparels Ltd,LAL,9.23%,23.67,"231,526"
23,D B Realty Limited,DBREALTY,9.06%,219.19,"17,008,906"
24,Hikal Limited,HIKAL,8.75%,366.6,"3,126,518"
25,Antony Waste Handling Cell Ltd,AWHCL,8.67%,582.45,"3,057,168"
26,TransIndia Real Estate Ltd,TREL,8.58%,49,"4,927,090"
27,Ram Ratna Wires Ltd,RAMRAT,8.57%,439.8,"819,384"
28,Nupur Recyclers Ltd,NRL,8.52%,94.47,"1,248,235"
29,Emami Paper Mills Ltd,EMAMIPAP,8.19%,142.62,"1,826,694"
30,Diamines & Chemicals Ltd,DIAMINESQ,8.18%,657.6,"77,903"
31,Bajaj Healthcare Ltd,BAJAJHCARE,8.13%,355,"5,693,629"
32,Supreme Petrochem Ltd,SPLPETRO,8.07%,848.7,"569,235"
33,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,8.02%,241.74,"716,590"
34,AGI Greenpac Ltd,AGI,7.89%,924.55,"2,316,870"
35,Prime Securities Limited,PRIMESECU,7.53%,240.85,"107,327"
36,Hbl Power Systems Limited,HBLPOWER,7.48%,569.65,"5,568,953"
37,One Point One Solutions Ltd,ONEPOINT,7.37%,75.8,"16,310,608"
38,Texmaco Rail & Engineering Limited,TEXRAIL,7.33%,273.34,"20,750,016"
39,Black Box Ltd,BBOX,7.08%,393.2,"2,278,624"
40,Jm Financial Limited,JMFINANCIL,7.06%,98.24,"9,556,887"
41,New India Assurance Company Ltd,NIACL,7.04%,273.84,"15,736,110"
42,Sterling Tools Limited,STERTOOLS,6.94%,403.9,"613,831"
43,BAJEL,BAJEL,6.89%,320.95,"3,251,397"
44,CG Power and Industrial Solutions Ltd,CGPOWER,6.87%,772.2,"8,003,162"
45,Railtel Corporation of India Ltd,RAILTEL,6.83%,519.75,"31,876,881"
46,Juniper Hotels Ltd,JUNIPER,6.81%,463.3,"350,563"
47,Synergy Green Industries Ltd,SGIL,6.75%,417.65,"299,106"
48,Airan Ltd,AIRAN,6.7%,31.2,"1,130,232"
49,DigiSpice Technologies Ltd,DIGISPICE,6.6%,45.09,"2,914,053"
50,Indraprastha Medical Corporation Limited,INDRAMEDCO,6.55%,253.31,"1,038,584"
51,Reliance Infrastructure Limited,RELINFRA,6.51%,199.14,"11,536,346"
52,Platinum Industries Ltd,PLATIND,6.5%,225.85,"5,420,092"
53,Balmer Lawrie & Company Limited,BALMLAWRIE,6.45%,288.75,"4,485,714"
54,DEEDEV,DEEDEV,6.39%,363.2,"5,566,554"
55,Bigbloc Construction Limited,BIGBLOC,6.37%,253.73,"992,707"
56,Sms Pharmaceuticals Limited,SMSPHARMA,6.33%,260.03,"897,032"
57,Alpa Laboratories Limited,ALPA,6.26%,91.64,"207,620"
58,Kothari Products Limited,KOTHARIPRO,6.24%,182.92,"1,265,288"
59,Blue Star Limited,BLUESTARCO,6.2%,1705.25,"3,452,736"
60,Accelya Kale Solutions Limited,ACCELYA,6.18%,1852.6,"173,992"
61,Kronox Lab Sciences Ltd,KRONOX,6.1%,163.22,"2,995,224"
62,Alankit Limited,ALANKIT,6.1%,25.21,"9,347,406"
63,Indian Railway Finance Corporation Ltd,IRFC,5.91%,188.23,"224,563,674"
64,Cochin Shipyard,COCHINSHIP,5.88%,2837.6,"12,633,513"
65,One 97 Communications Ltd,PAYTM,5.84%,436.55,"6,630,370"
66,Td Power Systems Limited,TDPOWERSYS,5.83%,408.6,"1,974,817"
67,Cesc Limited,CESC,5.65%,168.02,"11,901,412"
68,Marathon Nextgen Realty Limited,MARATHON,5.6%,634.2,"207,381"
69,Dhanuka Agritech Limited,DHANUKA,5.57%,1790.2,"133,347"
70,Morepen Laboratories Limited,MOREPENLAB,5.55%,58.92,"21,702,940"
71,Anant Raj Global Ltd,TARC,5.51%,232.52,"2,556,013"
72,Hemisphere Properties India Ltd,HEMIPROP,5.49%,201.83,"2,549,071"
73,S. P. Apparels Limited,SPAL,5.48%,839.1,"91,010"
74,Suratwwala Business Group Ltd,SBGLP,5.37%,128.63,"968,421"
75,Coastal Corporation Ltd,COASTCORP,5.31%,253.02,"164,093"
76,Gic Housing Finance Limited,GICHSGFIN,5.25%,262.87,"2,730,885"
77,Izmo Limited,IZMO,5.24%,412.75,"356,686"
78,CL Educate,CLEDUCATE,5.22%,87.27,"154,132"
79,Vaibhav Global Limited,VAIBHAVGBL,5.11%,337.35,"1,488,267"
80,Nova Agritech Ltd,NOVAAGRI,5.11%,67.09,"3,341,518"
81,Shriram Pistons & Rings Limited,SHRIPISTON,5.1%,1980.45,"211,457"
82,Dcm Limited,DCM,5.1%,90.49,"428,079"
83,Zee Media Corporation Limited,ZEEMEDIA,5.05%,15.6,"24,414,130"
84,Mishra Dhatu Nigam Ltd,MIDHANI,5.02%,495.9,"5,768,648"
85,Dredging Corporation Of India Limited,DREDGECORP,5%,1406.3,"230,822"
86,Swan Energy Limited,SWANENERGY,5%,659.65,"2,051,338"
87,Laurus Labs Limited,LAURUSLABS,5%,477.15,"11,785,336"
88,Walchandnagar Industries Limited,WALCHANNAG,5%,300.32,"1,836,114"
89,R. S. Software (india) Limited,RSSOFTWARE,5%,295.22,"240,887"
90,Spml Infra Limited,SPMLINFRA,5%,203,"167,824"
91,Marine Electricals (India) Ltd,MARINE,5%,187.82,"794,503"
92,Simplex Infrastructures Limited,SIMPLEXINF,5%,153.32,"302,214"
93,Modison Ltd,MODISONLTD,5%,138.2,"99,501"
94,Hilton Metal Forging Limited,HILTON,5%,88.25,"518,498"
95,Paramount Communications Limited,PARACABLES,5%,82.78,"1,527,191"
96,Mirc Electronics Limited,MIRCELECTR,5%,21.21,"658,860"
97,Aurionpro Solutions Limited,AURIONPRO,4.99%,1609.8,"210,441"
98,VL E-Governance & IT Solutions Ltd,VLEGOV,4.99%,69.45,"391,052"
99,Hmt Limited,HMT,4.99%,69.17,"127,091"
100,Bharat Road Network,BRNL,4.99%,57.23,"281,334"
101,Ashima Limited,ASHIMASYN,4.99%,46.92,"1,798,833"
102,Gpt Infraprojects Limited,GPTINFRA,4.98%,156.95,"141,960"
103,Bgr Energy Systems Limited,BGRENERGY,4.98%,44.08,"129,007"
104,Setco Automotive Limited,SETCO,4.98%,15.81,"549,011"
105,Ganesh Housing Corporation Limited,GANESHHOUC,4.97%,1040.8,"198,712"
106,Astron Paper & Board Mill Ltd,ASTRON,4.97%,27.03,"71,680"
107,Narmada Agrobase Ltd,NARMADA,4.95%,25.03,"468,029"
108,TruCap Finance Ltd,TRU,4.93%,50.19,"19,899,460"
109,Anant Raj Limited,ANANTRAJ,4.88%,514.55,"2,881,369"
110,Ind-swift Laboratories Limited,INDSWFTLAB,4.86%,133.33,"969,740"
111,Amines & Plasticizers Ltd,AMNPLST,4.85%,302.75,"66,920"
112,Divgi Torqtransfer Systems Ltd,DIVGIITTS,4.77%,746.1,"331,303"
113,BEML Land Assets Ltd,BLAL,4.7%,317.75,"2,614,818"
114,Axiscades Engineering Technologies Limited,AXISCADES,4.64%,611.95,"655,106"
115,Restaurant Brands Asia Ltd,RBA,4.63%,113.53,"17,275,683"
116,Tourism Finance Corporation Of India Limited,TFCILTD,4.59%,213.76,"5,740,022"
117,Arrow Greentech Limited,ARROWGREEN,4.56%,600.9,"135,596"
118,Megasoft Limited,MEGASOFT,4.56%,73.76,"334,365"
119,Gujarat Industries Power Company Limited,GIPCL,4.52%,252.99,"1,143,935"
120,General Insurance Corporation of India,GICRE,4.44%,402.6,"6,266,764"
121,Goodluck India Limited,GOODLUCK,4.42%,978.95,"259,263"
122,Mangalam Drugs And Organics Limited,MANGALAM,4.38%,113.32,"179,196"
123,Seamec Limited,SEAMECLTD,4.3%,1373.1,"197,565"
124,Himachal Futuristic Communications Limited,HFCL,4.27%,130.36,"81,150,138"
125,Msp Steel & Power Limited,MSPL,4.26%,28.9,"1,630,287"
126,Foods & Inns Ltd,FOODSIN,4.24%,156.74,"687,377"
127,MTAR Technologies Ltd,MTARTECH,4.23%,2001,"2,067,253"
128,Intrasoft Technologies Limited,ISFT,4.23%,135.61,"202,039"
129,EMSLIMITED,EMSLIMITED,4.16%,683.95,"537,972"
130,Kellton Tech Solutions Limited,KELLTONTEC,4.16%,115.81,"2,747,477"
131,Nuvoco Vistas Corporation Ltd,NUVOCO,4.15%,372.95,"1,877,131"
132,Prakash Pipes Ltd,PPL,4.1%,494.75,"1,005,312"
133,HB Stockholdings Ltd,HBSL,4.06%,125.47,"116,079"
134,360 ONE WAM Ltd,360ONE,4.03%,964.7,"498,527"
135,Oil & Natural Gas Corporation Limited,ONGC,4.02%,288.2,"39,781,962"
136,Nahar Industrial Enterprises Limited,NAHARINDUS,4.01%,142.1,"204,544"
137,Mohit Industries Limited,MOHITIND,3.99%,30.21,"56,433"
138,Sheela Foam Limited,SFL,3.97%,1034.7,"352,742"
139,Flair Writing Industries Ltd,FLAIR,3.97%,331.2,"720,723"
140,Le Travenues Technology Ltd,IXIGO,3.97%,170.43,"8,706,904"
141,Silgo Retail Ltd,SILGO,3.94%,36.96,"351,912"
142,Aurobindo Pharma Limited,AUROPHARMA,3.9%,1303.55,"2,708,670"
143,Indegene Ltd,INDGN,3.86%,560.65,"801,144"
144,Ge Power India Limited,GEPIL,3.85%,479.9,"2,148,690"
145,Plastiblends India Limited,PLASTIBLEN,3.85%,299.3,"145,282"
146,Selan Exploration Technology Limited,SELAN,3.84%,750.2,"518,214"
147,Aurum Proptech Ltd,AURUM,3.84%,164.07,"334,594"
148,Alembic Limited,ALEMBICLTD,3.84%,120.23,"4,276,900"
149,Linc Ltd,LINC,3.83%,622.2,"100,011"
150,Kirloskar Electric Company Limited,KECL,3.83%,212.54,"1,796,796"
151,Kitex Garments Limited,KITEX,3.8%,221.02,"688,745"
152,Indian Renewable Energy Development Agency Ltd,IREDA,3.79%,228.84,"55,309,588"
153,Steelcast Ltd,STEELCAS,3.76%,698.75,"59,824"
154,Texmaco Infrastructure & Holdings Limited,TEXINFRA,3.73%,145.12,"5,577,589"
155,R.p.p. Infra Projects Limited,RPPINFRA,3.68%,145.65,"247,222"
156,Westlife Development Ltd,WESTLIFE,3.66%,853.6,"192,354"
157,Shree Rama Newsprint Limited,RAMANEWS,3.65%,21.02,"168,096"
158,Solara Active Pharma Sciences Ltd,SOLARA,3.63%,580.3,"231,279"
159,Hindustan Oil Exploration Company Limited,HINDOILEXP,3.57%,216.35,"4,754,589"
160,Blb Limited,BLBLIMITED,3.56%,19.51,"144,245"
161,GHCL Textiles Ltd,GHCLTEXTIL,3.55%,95.2,"513,100"
162,Thomas Cook (india) Limited,THOMASCOOK,3.54%,257.41,"876,018"
163,GPT Healthcare Ltd,GPTHEALTH,3.54%,172.95,"683,945"
164,Aarti Drugs Limited,AARTIDRUGS,3.52%,554.45,"392,716"
165,Aegis Logistics Ltd,AEGISLOG,3.5%,922,"466,700"
166,Sun Pharma Advanced Research Company Limited,SPARC,3.5%,251.43,"2,251,361"
167,Liberty Shoes Limited,LIBERTSHOE,3.47%,426.8,"145,408"
168,Oricon Enterprises Limited,ORICONENT,3.47%,39.37,"809,177"
169,Ttk Prestige Limited,TTKPRESTIG,3.46%,890.85,"377,425"
170,Igarashi Motors India Limited,IGARASHI,3.46%,510.35,"74,557"
171,Agro Phos India Ltd,AGROPHOS,3.44%,48.66,"399,542"
172,Sunflag Iron And Steel Company Limited,SUNFLAG,3.43%,260.84,"2,268,770"
173,Themis Medicare Limited,THEMISMED,3.41%,212.72,"172,821"
174,Cupid Limited,CUPID,3.41%,89.85,"1,556,433"
175,FSN E-Commerce Ventures Ltd,NYKAA,3.39%,177.2,"8,101,528"
176,Bhageria Industries Limited,BHAGERIA,3.38%,176.75,"252,306"
177,Oriental Hotels Limited,ORIENTHOT,3.3%,141.62,"667,433"
178,Glenmark Pharmaceuticals Limited,GLENMARK,3.29%,1338.15,"1,454,791"
179,Reliance Power Limited,RPOWER,3.27%,29.03,"35,956,538"
180,Shipping Corporation of India Land & Assets Ltd,SCILAL,3.24%,86.1,"16,648,100"
181,Steel Strips Wheels Limited,SSWL,3.23%,242.72,"1,695,792"
182,Styrenix Performance Materials Ltd,STYRENIX,3.2%,2363.85,"138,260"
183,Suraj Estate Developers Ltd,SURAJEST,3.14%,615.85,"413,216"
184,Inox India Ltd,INOXINDIA,3.11%,1441.8,"430,631"
185,Trigyn Technologies Limited,TRIGYN,3.09%,142.29,"163,276"
186,The Byke Hospitality Ltd,BYKE,3.09%,84.12,"92,259"
187,Dollar Industries,DOLLAR,3.07%,544.15,"138,143"
188,EPL Ltd,EPL,3.06%,228.78,"5,375,698"
189,Apex Frozen Foods,APEX,3.05%,233.14,"182,923"
190,The Ruby Mills Limited,RUBYMILLS,3.04%,245.27,"229,377"
191,Steel Authority Of India Limited,SAIL,3.02%,155.61,"62,621,310"
192,United Breweries Limited,UBL,3.01%,2072.6,"907,664"
193,Doms Industries Ltd,DOMS,3%,2251.25,"191,740"
194,Shyam Century Ferrous Limited,SHYAMCENT,2.98%,17.61,"126,567"
195,Genesys International Corporation Limited,GENESYS,2.96%,625.4,"769,434"
196,Menon Bearings Limited,MENONBE,2.95%,137.43,"140,520"
197,Everest Kanto Cylinder Limited,EKC,2.92%,145.76,"2,770,848"
198,Virinchi Ltd,VIRINCHI,2.91%,35.36,"685,236"
199,Ptc India Financial Services Limited,PFS,2.89%,49.57,"3,134,256"
200,The Federal Bank Limited,FEDERALBNK,2.88%,186.19,"16,844,463"
201,AMJ Land Holdings Ltd,AMJLAND,2.87%,49.74,"1,138,774"
202,AGS Transact Technologies Ltd,AGSTRA,2.86%,81.18,"751,822"
203,Bharat Dynamics Ltd,BDL,2.85%,1731.85,"9,629,462"
204,Alembic Pharmaceuticals Limited,APLLTD,2.85%,989.05,"528,915"
205,Manaksia Steels Limited,MANAKSTEEL,2.84%,59.43,"68,513"
206,South West Pinnacle Exploration Ltd,SOUTHWEST,2.83%,128.11,"263,008"
207,Mold-tek Technologies Limited,MOLDTECH,2.79%,265.2,"237,301"
208,Dynamic Cables Ltd,DYCL,2.77%,605.55,"132,607"
209,Quick Heal Technologies Limited,QUICKHEAL,2.76%,533.4,"225,166"
210,Latent View Analytics Ltd,LATENTVIEW,2.76%,519,"341,805"
211,Tvs Motor Company Limited,TVSMOTOR,2.71%,2430.15,"1,253,460"
212,Suzlon Energy Limited,SUZLON,2.7%,55.49,"96,909,661"
213,Transport Corporation Of India Limited,TCI,2.68%,971.55,"81,796"
214,Century Plyboards (india) Limited,CENTURYPLY,2.68%,742.65,"205,642"
215,Venus Remedies Limited,VENUSREM,2.66%,382.55,"88,051"
216,Automotive Axles Limited,AUTOAXLES,2.63%,2128.95,"134,459"
217,Hinduja Global Solutions Limited,HGS,2.63%,882.45,"89,860"
218,L T Foods Ltd,LTFOODS,2.63%,259.4,"1,895,692"
219,ISGEC Heavy Engineering Ltd,ISGEC,2.62%,1356.35,"175,608"
220,Mangalam Global Enterprise Ltd,MGEL,2.62%,27.03,"6,532,577"
221,Ami Organics Ltd,AMIORG,2.6%,1426.75,"565,271"
222,Ramkrishna Forgings Limited,RKFORGE,2.6%,984.15,"1,486,128"
223,Ptc India Limited,PTC,2.6%,217.99,"3,711,239"
224,R Systems International Limited,RSYSTEMS,2.59%,524.4,"250,281"
225,Lasa Supergenerics Ltd,LASA,2.59%,24.58,"196,055"
226,Electrosteel Castings Limited,ELECTCAST,2.58%,189.05,"1,641,255"
227,Tvs Electronics Limited,TVSELECT,2.57%,372.65,"567,762"
228,Cosmo Films Ltd,COSMOFIRST,2.54%,907.9,"96,406"
229,Universal Cables Limited,UNIVCABLES,2.54%,774.55,"331,547"
230,Bal Pharma Limited,BALPHARMA,2.54%,122.95,"97,997"
231,Bls International Services Limited,BLS,2.53%,379.4,"3,144,434"
232,Nelco Limited,NELCO,2.52%,905.3,"2,285,021"
233,Mrs Bectors Food Specialities Ltd,BECTORFOOD,2.5%,1434,"138,886"
234,Credit Analysis And Research Limited,CARERATING,2.47%,1116.25,"52,073"
235,JNK India Ltd,JNKINDIA,2.47%,882.65,"377,637"
236,Container Corporation Of India Limited,CONCOR,2.46%,1057.9,"3,546,969"
237,Biocon Limited,BIOCON,2.46%,370.2,"7,658,844"
238,Krishana Phoschem Ltd,KRISHANA,2.46%,300,"75,172"
239,Jayant Agro Organics Limited,JAYAGROGN,2.45%,324.5,"123,969"
240,State Bank Of India,SBIN,2.44%,859.75,"24,873,722"
241,CMS Info Systems Ltd,CMSINFO,2.44%,520.4,"1,049,443"
242,Ginni Filaments Limited,GINNIFILA,2.4%,33.27,"205,148"
243,Creative Peripherals & Distribution Ltd,CREATIVE,2.35%,805.9,"186,932"
244,Repco Home Finance Limited,REPCOHOME,2.35%,568.55,"491,172"
245,Mahindra Lifespace Developers Limited,MAHLIFE,2.34%,625,"1,882,925"
246,Savita Oil Technologies Limited,SOTL,2.33%,642.15,"675,327"
247,Sharda Cropchem Limited,SHARDACROP,2.32%,494.85,"223,837"
248,Vinyl Chemicals (india) Limited,VINYLINDIA,2.32%,427.25,"125,252"
249,The Great Eastern Shipping Company Limited,GESHIP,2.3%,1267.8,"1,297,823"
250,Biofil Chemicals & Pharmaceuticals Ltd,BIOFILCHEM,2.29%,69.77,"177,345"
251,National Aluminium Company Limited,NATIONALUM,2.28%,199.02,"15,659,265"
252,Elecon Engineering Company Limited,ELECON,2.27%,1376.7,"304,584"
253,Granules India Limited,GRANULES,2.26%,526,"3,974,182"
254,V-guard Industries Limited,VGUARD,2.26%,476.5,"327,323"
255,Ifb Agro Industries Limited,IFBAGRO,2.25%,607.8,"557,054"
256,Poonawalla Fincorp Ltd,POONAWALLA,2.25%,428.7,"6,125,954"
257,Titagarh Rail Systems Ltd,TITAGARH,2.24%,1828.95,"2,169,149"
258,D.b.corp Limited,DBCORP,2.24%,364.6,"345,592"
259,Zydus Lifesciences Ltd,ZYDUSLIFE,2.23%,1162.45,"2,734,011"
260,Sadbhav Engineering Limited,SADBHAV,2.22%,30.9,"1,418,678"
261,Kothari Petrochemicals Limited,KOTHARIPET,2.19%,160.38,"875,576"
262,CIE Automotive India Ltd,CIEINDIA,2.18%,612.15,"637,156"
263,Man Industries (india) Limited,MANINDS,2.18%,463.85,"505,482"
264,Ptl Enterprises Limited,PTL,2.17%,47.12,"307,204"
265,RPSG Ventures Ltd,RPSGVENT,2.14%,749.85,"111,627"
266,Tara Chand Logistic Solutions Ltd,TARACHAND,2.13%,493.85,"110,053"
267,Mahalaxmi Rubtech Ltd,MHLXMIRU,2.13%,206.36,"53,113"
268,Ajanta Pharma Limited,AJANTPHARM,2.11%,2266.6,"537,594"
269,Bharat Electronics Limited,BEL,2.11%,324.05,"63,125,211"
270,JGCHEM,JGCHEM,2.11%,260.22,"819,875"
271,MSTC Ltd,MSTCLTD,2.1%,890.85,"532,563"
272,Sutlej Textiles And Industries Limited,SUTLEJTEX,2.1%,64.03,"317,008"
273,Jain Irrigation Systems Limited,JISLDVREQS,2.09%,42.1,"152,132"
274,Ideaforge Technology Ltd,IDEAFORGE,2.08%,831.65,"2,209,945"
275,Hindustan Motors Limited,HINDMOTORS,2.08%,32.94,"2,115,574"
276,Dodla Dairy Ltd,DODLA,2.07%,1132.9,"202,928"
277,Balaji Telefilms Limited,BALAJITELE,2.07%,72.56,"368,993"
278,Sundaram Finance Holdings Ltd,SUNDARMHLD,2.06%,269.65,"86,699"
279,Mirae AN Midsmallcap400 Momentum Quality 100 ETF,MIDSMALL,2.06%,55.06,"628,808"
280,Hindustan Unilever Limited,HINDUNILVR,2.05%,2547,"1,754,286"
281,ICICI Lombard General Insurance Company Ltd,ICICIGI,2.05%,1865.05,"599,567"
282,Sanghvi Movers Limited,SANGHVIMOV,2.04%,1120.1,"484,391"
283,Ratnaveer Precision Engineering Ltd,RATNAVEER,2.04%,172.64,"1,428,191"
284,MONIFTY500,MONIFTY500,2.03%,23.62,"610,757"
285,Bharti Hexacom Ltd,BHARTIHEXA,2.02%,1095.2,"475,800"
286,Rites Ltd,RITES,2.01%,762.7,"9,672,771"
287,Tpl Plastech Limited,TPLPLASTEH,2.01%,98.08,"924,840"
288,Mahanagar Gas Limited,MGL,2%,1699.4,"616,911"
289,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,2%,1026.2,"4,670,941"
290,Dpsc Limited,DPSCLTD,2%,17.81,"997,872"
291,Bartronics India Ltd,ASMS,1.99%,22.01,"83,220"
292,A2z Infra Engineering Limited,A2ZINFRA,1.99%,21.48,"175,726"
293,Ador Welding Limited,ADORWELD,1.98%,1430.2,"100,677"
294,Cipla Limited,CIPLA,1.97%,1509.9,"2,188,675"
295,India Glycols Limited,INDIAGLYCO,1.97%,928.8,"236,094"
296,Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,1.97%,439.75,"636,720"
297,Fedbank Financial Services Ltd,FEDFINA,1.97%,127.6,"539,749"
298,Transwarranty Finance Limited,TFL,1.97%,26.44,"158,713"
299,Tci Finance Limited,TCIFINANCE,1.97%,17.58,"112,520"
300,Nureca Ltd,NURECA,1.95%,282.4,"56,028"
301,Wheels India Limited,WHEELS,1.93%,880.55,"166,048"
302,Clean Science & Technology Ltd,CLEAN,1.91%,1510.3,"220,338"
303,S Chand and Company Limited,SCHAND,1.9%,240,"121,225"
304,Sarda Energy & Minerals Limited,SARDAEN,1.89%,245.99,"743,460"
305,Agro Tech Foods Limited,ATFL,1.88%,805.5,"146,056"
306,Laxmi Organic Industries Ltd,LXCHEM,1.88%,268.45,"4,456,759"
307,Healthcare Global Enterprises Limited,HCG,1.87%,378.35,"286,045"
308,ICICI Prudential Healthcare ETF,HEALTHIETF,1.85%,131.83,"64,557"
309,CPSE ETF*,CPSEETF,1.85%,98.29,"4,910,983"
310,Ntpc Limited,NTPC,1.84%,379.8,"15,946,104"
311,Nectar Lifesciences Limited,NECLIFE,1.84%,31.5,"2,473,097"
312,Gujarat Gas Limited,GUJGASLTD,1.83%,644.4,"890,553"
313,Iol Chemicals And Pharmaceuticals Limited,IOLCP,1.83%,430.2,"414,240"
314,Siyaram Silk Mills Limited,SIYSIL,1.81%,523.95,"304,403"
315,Balu Forge Industries Ltd,BALUFORGE,1.81%,362.3,"1,933,301"
316,LIC MF Nifty Midcap 100 ETF,LICNMID100,1.8%,57.25,"349,620"
317,Mphasis Limited,MPHASIS,1.77%,2628.9,"958,511"
318,Hubtown Limited,HUBTOWN,1.77%,177.89,"79,019"
319,Prime Focus Limited,PFOCUS,1.76%,146.48,"531,347"
320,Caplin Point Laboratories Limited,CAPLIPOINT,1.75%,1456.2,"127,153"
321,Apollo Micro Systems Ltd,APOLLO,1.74%,106.29,"4,451,812"
322,Premier Explosives Limited,PREMEXPLN,1.73%,758.15,"175,507"
323,Gail (india) Limited,GAIL,1.73%,222.96,"20,660,843"
324,Ifb Industries Limited,IFBIND,1.72%,1720.15,"121,693"
325,Monte Carlo Fashions Limited,MONTECARLO,1.72%,697.85,"347,134"
326,Supriya Lifescience Ltd,SUPRIYA,1.72%,411.65,"347,594"
327,Bharat Heavy Electricals Limited,BHEL,1.72%,316.4,"37,284,773"
328,Refex Industries Limited,REFEX,1.72%,211.31,"1,317,229"
329,Adroit Infotech Ltd,ADROITINFO,1.72%,17.78,"61,791"
330,Spacenet Enterprises India Ltd,SPCENET,1.71%,33.22,"3,307,011"
331,Balkrishna Paper Mills Limited,BALKRISHNA,1.71%,25.57,"151,198"
332,Apeejay Surrendra Park Hotels Ltd,PARKHOTELS,1.7%,195.14,"1,282,347"
333,Samhi Hotels Ltd,SAMHI,1.7%,190.66,"1,960,221"
334,The State Trading Corporation Of India Limited,STCINDIA,1.69%,180.04,"1,015,900"
335,Wonderla Holidays Limited,WONDERLA,1.65%,929.35,"67,401"
336,Gland Pharma Ltd,GLAND,1.64%,1839.75,"283,446"
337,Bannari Amman Spinning Mills Limited,BASML,1.63%,49.23,"139,067"
338,Allcargo Gati Ltd,ACLGATI,1.62%,102.02,"1,320,882"
339,Macrotech Developers Ltd,LODHA,1.61%,1533.9,"350,222"
340,MAS Financial Services Ltd,MASFIN,1.61%,295.9,"273,822"
341,Gokul Agro Resources Limited,GOKULAGRO,1.61%,177.15,"327,449"
342,Valiant Organics Ltd,VALIANTORG,1.6%,423.45,"91,710"
343,Petronet Lng Limited,PETRONET,1.6%,337.4,"3,114,895"
344,Gujarat State Petronet Limited,GSPL,1.6%,311.6,"1,944,859"
345,Jsw Energy Limited,JSWENERGY,1.59%,736.6,"2,439,370"
346,Finolex Cables Limited,FINCABLES,1.58%,1666.5,"117,173"
347,Fdc Limited,FDC,1.58%,515.3,"567,166"
348,IKIO Lighting Ltd,IKIO,1.58%,307.7,"405,436"
349,Garden Reach Shipbuilders & Engineers Ltd,GRSE,1.57%,2710.65,"8,211,761"
350,TVS Supply Chain Solutions Ltd,TVSSCS,1.57%,192.22,"8,674,456"
351,Orient Ceratech Ltd,ORIENTCER,1.56%,55.82,"597,581"
352,Nippon India NIFTY Pharma ETF Growth Plan,PHARMABEES,1.56%,20.84,"9,393,917"
353,Astral Poly Technik Limited,ASTRAL,1.55%,2406.25,"722,122"
354,Venus Pipes & Tubes Ltd,VENUSPIPES,1.53%,2090.25,"103,481"
355,Bank Of India,BANKINDIA,1.53%,120.45,"8,038,993"
356,Vardhman Special Steels Limited,VSSL,1.52%,309.95,"68,758"
357,NACL Industries Ltd,NACLIND,1.52%,70.15,"215,395"
358,Icici Prudential Life Insurance Company Limited,ICICIPRULI,1.51%,643,"620,866"
359,Kiri Industries Limited,KIRIINDUS,1.5%,335,"251,201"
360,Veranda Learning Solutions Ltd,VERANDA,1.5%,274.56,"560,758"
361,Camlin Fine Sciences Limited,CAMLINFINE,1.5%,106.98,"521,886"
362,Archean Chemical Industries Ltd,ACI,1.47%,747.05,"1,344,732"
363,Ashapura Minechem Limited,ASHAPURMIN,1.47%,425.5,"190,672"
364,JTL Industries Ltd,JTLIND,1.45%,219.67,"2,021,353"
365,Lloyds Engineering Works Ltd,LLOYDSENGG,1.45%,75.04,"13,588,941"
366,SBI Life Insurance Company Ltd,SBILIFE,1.44%,1529.4,"961,676"
